station,duration,IGS08LAT,IGS08LONG,IGS08ELIPHT,avgambfixed,avgbaselinelength(km),sigman95,sigmae95,sigmah95,NominalT,dn (cm),de (cm),dh (cm)
LBCC,7,44.58498567,-123.1181764,46.95020685,0.78,813.851,0.005,0.006,0.017,7,-0.35,-0.26,0.02
LBCC,7,44.58498567,-123.1181763,46.96643571,0.847,786.907,0.005,0.005,0.015,7,-0.41,-0.08,1.64
LBCC,6.991666667,44.58498564,-123.1181764,46.94391832,0.822,740.007,0.005,0.006,0.015,7,-0.72,-0.15,-0.61
LBCC,7,44.58498563,-123.1181763,46.94770828,0.844,749.736,0.005,0.006,0.016,7,-0.81,0.07,-0.23
LBCC,7,44.58498568,-123.1181764,46.94324905,0.861,749.736,0.005,0.006,0.016,7,-0.23,-0.28,-0.68
LBCC,7,44.58498568,-123.1181765,46.94374304,0.847,764.719,0.005,0.006,0.014,7,-0.28,-1.67,-0.63
U727,7,44.59391675,-123.5471759,204.3751874,0.817,797.133,0.005,0.006,0.019,7,-0.09,0.52,-2.28
U727,7,44.59391674,-123.5471759,204.3845349,0.843,797.133,0.005,0.006,0.022,7,-0.17,0.52,-1.35
U727,7,44.59391675,-123.5471759,204.3807504,0.834,813.998,0.005,0.006,0.018,7,-0.08,-0.06,-1.72
U727,7,44.5939168,-123.547176,204.3754154,0.872,788.337,0.005,0.006,0.017,7,0.45,-0.2,-2.26
Y683,7,44.68914757,-123.2189187,71.62687747,0.866,727.263,0.004,0.005,0.014,7,-0.13,0.11,0.09
Y683,7,44.6891476,-123.2189187,71.63566153,0.845,807.751,0.005,0.005,0.015,7,0.12,0.16,0.97
Y683,7,44.68914759,-123.2189187,71.62249718,0.767,784.243,0.005,0.006,0.017,7,0.02,-0.17,-0.35
Y683,7,44.68914758,-123.2189188,71.62475835,0.794,750.843,0.005,0.006,0.016,7,-0.06,-0.5,-0.12
Y683,7,44.6891476,-123.2189187,71.62540699,0.846,813.127,0.004,0.005,0.013,7,0.15,0.03,-0.06
Y683,7,44.68914763,-123.2189187,71.63001603,0.882,787.466,0.005,0.005,0.013,7,0.54,-0.06,0.4
B726,10,44.64840732,-123.0626612,42.04677105,0.836,728.89,0.004,0.005,0.013,10,-0.78,-0.33,-0.72
B726,10,44.64840733,-123.0626611,42.06212271,0.82,811.531,0.004,0.005,0.013,10,-0.61,-0.18,0.81
B726,10,44.64840738,-123.0626612,42.04860265,0.837,808.058,0.005,0.006,0.015,10,-0.12,-0.55,-0.54
BICK,10,44.48952032,-123.2807106,51.97477401,0.883,791.738,0.003,0.004,0.011,10,-0.63,0.39,1.48
BICK,10,44.48952033,-123.2807106,51.9708004,0.79,806.771,0.004,0.004,0.012,10,-0.52,0.4,1.08
BICK,10,44.48952032,-123.2807106,51.96101952,0.854,806.771,0.003,0.004,0.011,10,-0.69,0.01,0.1
BICK,10,44.48952029,-123.2807106,51.96787451,0.859,807.49,0.005,0.005,0.013,10,-0.94,0.09,0.79
BICK,10,44.4895203,-123.2807106,51.96618589,0.896,785.673,0.003,0.004,0.011,10,-0.91,0.12,0.62
BICK,9.991666667,44.4895203,-123.2807106,51.96151149,0.851,746.247,0.004,0.005,0.012,10,-0.87,0.12,0.15
BICK,10,44.48952029,-123.2807106,51.97067374,0.89,790.977,0.003,0.004,0.011,10,-0.93,0.34,1.07
BICK,10,44.48952031,-123.2807106,51.97724555,0.792,785.673,0.004,0.005,0.013,10,-0.74,0.2,1.72
BICK,10,44.48952032,-123.2807106,51.97088254,0.806,811.081,0.004,0.005,0.013,10,-0.67,0.23,1.09
BICK,10,44.4895203,-123.2807106,51.97246676,0.876,750.51,0.004,0.004,0.011,10,-0.83,0.26,1.25
GLAS,10,44.51934223,-122.9960552,69.45605678,0.79,785.648,0.005,0.005,0.013,10,-0.4,-0.22,1.31
GLAS,10,44.51934225,-122.9960552,69.45478532,0.806,810.745,0.005,0.005,0.013,10,-0.13,-0.16,1.18
GLAS,10,44.5193422,-122.9960552,69.4502967,0.875,750.175,0.004,0.005,0.012,10,-0.67,0.11,0.73
GLAS,10,44.51934223,-122.9960552,69.44491804,0.867,767.122,0.004,0.004,0.011,10,-0.42,-0.13,0.19
LBCC,10,44.58498566,-123.1181764,46.94540208,0.875,775.347,0.004,0.005,0.013,10,-0.44,-0.56,-0.46
LBCC,10,44.58498569,-123.1181763,46.95849228,0.767,812.02,0.005,0.005,0.015,10,-0.19,-0.07,0.85
LBCC,10,44.58498568,-123.1181764,46.95685534,0.881,790.38,0.004,0.005,0.012,10,-0.31,-0.57,0.69
LBCC,10,44.58498565,-123.1181764,46.94849008,0.843,729.379,0.004,0.005,0.013,10,-0.61,-0.34,-0.15
LBCC,10,44.58498566,-123.1181763,46.95269834,0.864,749.736,0.005,0.005,0.013,10,-0.46,-0.1,0.27
LBCC,10,44.58498571,-123.1181766,46.93141314,0.856,766.55,0.004,0.005,0.012,10,0.09,-1.94,-1.86
U727,10,44.59391674,-123.5471759,204.3955714,0.844,812.167,0.005,0.005,0.015,10,-0.28,0.49,-0.24
U727,10,44.59391677,-123.5471759,204.3785828,0.85,806.863,0.005,0.006,0.017,10,0.13,0.22,-1.94
U727,10,44.59391673,-123.5471759,204.3995367,0.821,812.167,0.004,0.005,0.015,10,-0.39,0.13,0.15
U727,10,44.59391681,-123.5471759,204.3962294,0.863,808.694,0.005,0.005,0.015,10,0.5,0.52,-0.18
Y683,10,44.68914757,-123.2189187,71.6266722,0.893,784.243,0.003,0.004,0.011,10,-0.11,-0.03,0.07
Y683,10,44.68914757,-123.2189187,71.62259395,0.836,745.077,0.004,0.005,0.013,10,-0.13,0.03,-0.34
Y683,10,44.68914757,-123.2189187,71.6343307,0.79,784.243,0.004,0.005,0.013,10,-0.17,-0.01,0.83
Y683,10,44.68914757,-123.2189187,71.62945243,0.808,809.582,0.004,0.005,0.013,10,-0.11,-0.14,0.35
Y683,10,44.68914758,-123.2189187,71.63685104,0.832,811.296,0.003,0.004,0.011,10,0.01,0.27,1.09
Y683,10,44.68914763,-123.2189187,71.64735539,0.864,807.823,0.004,0.004,0.011,10,0.51,0.4,2.14
