station,duration,IGS08LAT,IGS08LONG,IGS08ELIPHT,avgambfixed,avgbaselinelength(km),sigman95,sigmae95,sigmah95,NominalT,dn (cm),de (cm),dh (cm)
BICK,3,44.48952025,-123.2807105,51.9739427,0.929,752.341,0.006,0.006,0.018,3,-1.39,0.59,1.39
BICK,3,44.48952026,-123.2807105,51.97575409,0.871,814.625,0.008,0.007,0.022,3,-1.29,0.86,1.58
BICK,3,44.48952033,-123.2807106,51.98363082,0.899,757.645,0.008,0.008,0.022,3,-0.52,0.28,2.36
BICK,3,44.4895203,-123.2807106,51.97326806,0.902,754.101,0.008,0.007,0.023,3,-0.91,0.45,1.33
GLAS,3,44.51934226,-122.9960553,69.4601294,0.893,780.588,0.008,0.007,0.024,3,-0.1,-0.53,1.71
GLAS,3,44.5193423,-122.9960552,69.45115296,0.903,788.982,0.008,0.008,0.028,3,0.37,0.04,0.82
GLAS,3,44.51934222,-122.9960548,69.45155982,0.895,762.158,0.007,0.01,0.024,3,-0.51,3.08,0.86
GLAS,3,44.5193422,-122.9960553,69.4726496,0.87,753.765,0.006,0.006,0.022,3,-0.77,-0.24,2.96
GLAS,3,44.51934224,-122.9960552,69.44930696,0.889,814.289,0.008,0.008,0.025,3,-0.29,-0.1,0.63
GLAS,3,44.51934226,-122.9960552,69.45847308,0.897,765.703,0.006,0.008,0.024,3,-0.07,-0.14,1.55
GLAS,3,44.51934223,-122.9960552,69.44624834,0.89,753.765,0.007,0.008,0.025,3,-0.41,0.29,0.32
GLAS,3,44.51934224,-122.9960551,69.41907393,0.873,753.765,0.008,0.014,0.021,3,-0.27,1.23,-2.39
GLAS,3,44.51934221,-122.9960552,69.47257417,0.87,814.289,0.008,0.009,0.026,3,-0.62,-0.07,2.96
GLAS,3,44.5193423,-122.9960553,69.42857236,0.886,757.309,0.009,0.01,0.026,3,0.34,-1,-1.44
GLAS,3,44.51934214,-122.9960552,69.45741055,0.914,753.765,0.008,0.006,0.02,3,-1.37,0.05,1.44
GLAS,3,44.51934226,-122.9960553,69.45028983,0.887,753.765,0.007,0.006,0.02,3,-0.11,-0.38,0.73
LBCC,3,44.58498568,-123.1181763,46.97085135,0.889,808.547,0.008,0.007,0.027,3,-0.28,0.31,2.09
LBCC,3,44.58498567,-123.1181763,46.98708022,0.869,806.716,0.008,0.007,0.029,3,-0.34,0.49,3.71
LBCC,3,44.58498569,-123.1181763,46.97225528,0.913,749.736,0.008,0.007,0.028,3,-0.14,0.31,2.23
LBCC,2.991666667,44.58498562,-123.1181763,46.95619756,0.929,759.961,0.006,0.008,0.024,3,-0.95,0.65,0.62
LBCC,3,44.58498564,-123.1181764,46.95892853,0.897,765.264,0.011,0.011,0.039,3,-0.65,-0.44,0.89
LBCC,3,44.58498569,-123.1181764,46.93647301,0.916,761.72,0.008,0.008,0.026,3,-0.12,-0.53,-1.35
LBCC,3,44.58498561,-123.1181763,46.94838108,0.86,753.327,0.006,0.008,0.027,3,-1.02,-0.04,-0.16
LBCC,3,44.58498568,-123.1181764,46.94880645,0.886,808.547,0.007,0.009,0.031,3,-0.22,-0.51,-0.12
LBCC,3,44.58498573,-123.1181764,46.94065918,0.858,808.547,0.007,0.007,0.024,3,0.31,-0.89,-0.93
LBCC,3,44.58498569,-123.1181765,46.95111913,0.9,751.567,0.007,0.018,0.027,3,-0.16,-1.62,0.11
LBCC,3,44.58498555,-123.1181768,46.97491551,0.879,751.567,0.006,0.014,0.026,3,-1.67,-4,2.49
LBCC,3,44.58498563,-123.1181764,46.94041202,0.889,765.264,0.007,0.007,0.025,3,-0.79,-0.4,-0.96
LBCC,3,44.58498562,-123.1181768,46.9547989,0.887,753.327,0.009,0.009,0.031,3,-0.95,-3.6,0.48
LBCC,3,44.58498543,-123.1181772,47.01013952,0.847,753.327,0.014,0.015,0.038,3,-3.03,-6.76,6.01
LBCC,3,44.58498576,-123.1181766,46.92160389,0.891,808.547,0.011,0.014,0.047,3,0.64,-1.92,-2.84
LBCC,3,44.58498569,-123.1181766,46.90572791,0.839,808.547,0.009,0.012,0.034,3,-0.18,-1.81,-4.43
LBCC,3,44.58498572,-123.1181766,46.9118347,0.899,751.567,0.008,0.009,0.025,3,0.2,-1.7,-3.82
LBCC,3,44.58498575,-123.1181765,46.92752185,0.888,751.567,0.007,0.007,0.023,3,0.48,-1.1,-2.25
LBCC,3,44.58498568,-123.1181765,46.96010299,0.893,751.567,0.008,0.009,0.029,3,-0.21,-1.18,1.01
LBCC,3,44.58498567,-123.1181766,46.96760603,0.885,753.327,0.009,0.015,0.032,3,-0.38,-1.83,1.76
LBCC,3,44.58498577,-123.1181765,46.91786519,0.864,753.327,0.008,0.008,0.031,3,0.73,-1.42,-3.21
U727,3,44.59391673,-123.5471758,204.3946758,0.897,751.714,0.009,0.009,0.032,3,-0.33,0.71,-0.33
U727,3,44.59391677,-123.5471758,204.3715371,0.901,813.998,0.009,0.01,0.043,3,0.13,1.33,-2.65
U727,3,44.59391677,-123.547176,204.3901151,0.918,751.642,0.008,0.008,0.026,3,0.12,-0.31,-0.79
U727,3,44.5939168,-123.547176,204.3679505,0.874,818.846,0.007,0.01,0.027,3,0.48,-0.45,-3
U727,3,44.59391677,-123.5471759,204.3620554,0.907,751.714,0.008,0.009,0.029,3,0.08,-0.06,-3.59
U727,3,44.59391676,-123.5471759,204.3885237,0.919,808.694,0.006,0.008,0.026,3,0,0.27,-0.95
U727,3,44.59391673,-123.5471759,204.377355,0.883,753.473,0.008,0.01,0.031,3,-0.31,0.24,-2.06
U727,3,44.59391683,-123.547176,204.3774302,0.894,818.846,0.008,0.01,0.026,3,0.81,-0.39,-2.06
U727,3,44.59391677,-123.5471759,204.4159899,0.889,751.714,0.008,0.009,0.026,3,0.1,-0.04,1.8
U727,3,44.59391684,-123.547176,204.380015,0.914,808.694,0.009,0.011,0.029,3,0.84,-0.64,-1.8
U727,3,44.59391669,-123.5471759,204.4297531,0.905,753.473,0.008,0.008,0.026,3,-0.84,0.21,3.18
U727,3,44.59391679,-123.5471758,204.4106569,0.893,818.847,0.008,0.01,0.03,3,0.34,1.16,1.27
Y683,3,44.68914758,-123.2189186,71.62014859,0.905,749.012,0.007,0.007,0.026,3,-0.03,0.58,-0.59
Y683,3,44.68914761,-123.2189187,71.62145833,0.93,813.127,0.006,0.006,0.024,3,0.26,0.39,-0.45
Y683,3,44.68914759,-123.2189187,71.59982372,0.931,749.012,0.007,0.007,0.022,3,0.01,0.1,-2.62
Y683,3,44.68914761,-123.2189187,71.61248074,0.887,779.426,0.008,0.008,0.025,3,0.31,-0.05,-1.35
Y683,3,44.68914757,-123.2189187,71.63711093,0.901,787.819,0.008,0.008,0.03,3,-0.16,-0.12,1.11
Y683,3,44.68914759,-123.2189187,71.60779601,0.918,750.771,0.006,0.006,0.021,3,0.07,0.2,-1.82
Y683,3,44.68914763,-123.2189187,71.62035625,0.863,817.976,0.006,0.007,0.025,3,0.51,-0.14,-0.56
Y683,3,44.68914756,-123.2189187,71.61729339,0.91,750.843,0.006,0.007,0.023,3,-0.31,-0.14,-0.87
Y683,3,44.68914759,-123.2189187,71.63942599,0.929,813.127,0.006,0.007,0.023,3,0.03,0.02,1.34
Y683,3,44.68914756,-123.2189187,71.63383272,0.882,813.127,0.008,0.008,0.026,3,-0.26,0.13,0.78
Y683,3,44.68914761,-123.2189188,71.63014634,0.9,764.54,0.007,0.008,0.026,3,0.25,-0.75,0.41
Y683,3,44.68914761,-123.2189187,71.62442276,0.893,752.602,0.006,0.007,0.022,3,0.25,0.05,-0.16
Y683,3,44.68914766,-123.2189187,71.6356093,0.908,817.976,0.008,0.007,0.02,3,0.83,-0.17,0.96
Y683,3,44.6891476,-123.2189188,71.62089712,0.903,750.843,0.007,0.007,0.021,3,0.18,-0.55,-0.51
Y683,3,44.68914749,-123.2189187,71.60379179,0.933,807.823,0.007,0.008,0.02,3,-1.08,-0.05,-2.22
Y683,3,44.68914757,-123.2189186,71.64252935,0.865,813.127,0.008,0.01,0.026,3,-0.13,0.6,1.65
Y683,3,44.68914759,-123.2189188,71.63680888,0.893,756.147,0.008,0.008,0.021,3,0.01,-0.45,1.08
Y683,3,44.68914756,-123.2189186,71.64987406,0.908,752.602,0.006,0.006,0.018,3,-0.3,0.54,2.39
Y683,3,44.68914762,-123.2189186,71.66827501,0.894,817.976,0.007,0.006,0.02,3,0.41,0.95,4.23
B726,4,44.64840741,-123.0626611,42.07188284,0.831,739.517,0.006,0.006,0.021,4,0.25,0.24,1.79
B726,4,44.64840743,-123.0626611,42.04423167,0.821,819.924,0.006,0.006,0.024,4,0.45,0.18,-0.98
B726,4,44.64840741,-123.0626612,42.0402001,0.802,813.362,0.006,0.006,0.022,4,0.29,-0.29,-1.38
B726,4,44.64840747,-123.0626612,42.07347824,0.808,798.328,0.006,0.006,0.021,4,0.94,-0.48,1.95
B726,4,44.64840718,-123.0626612,42.03795733,0.724,762.796,0.009,0.009,0.025,4,-2.3,-0.64,-1.6
B726,4,44.64840716,-123.0626613,42.04306408,0.837,720.991,0.007,0.01,0.02,4,-2.53,-1.26,-1.09
B726,4,44.64840717,-123.0626611,42.05501925,0.781,736.025,0.008,0.007,0.018,4,-2.44,0.09,0.1
B726,4,44.64840724,-123.0626611,42.05308849,0.729,785.87,0.008,0.007,0.022,4,-1.69,0.02,-0.09
BICK,4,44.48952028,-123.2807106,51.97094242,0.842,788.893,0.006,0.009,0.017,4,-1.1,-0.05,1.09
BICK,4,44.48952031,-123.2807106,51.95457048,0.761,809.25,0.005,0.006,0.017,4,-0.75,0.46,-0.54
BICK,4,44.48952028,-123.2807106,51.95454822,0.818,809.25,0.005,0.006,0.02,4,-1.03,0.35,-0.55
BICK,4,44.48952029,-123.2807105,51.96830272,0.826,788.893,0.006,0.006,0.019,4,-0.98,0.73,0.83
BICK,4,44.48952031,-123.2807105,51.97468799,0.862,817.643,0.005,0.006,0.018,4,-0.77,0.81,1.47
BICK,3.991666667,44.48952029,-123.2807106,51.97365952,0.936,814.625,0.005,0.006,0.02,4,-0.95,0.37,1.37
BICK,4,44.48952031,-123.2807106,51.96571229,0.86,809.25,0.005,0.005,0.016,4,-0.73,0.37,0.57
BICK,4,44.48952035,-123.2807106,51.95556608,0.782,812.794,0.006,0.006,0.021,4,-0.29,-0.07,-0.44
BICK,4,44.48952032,-123.2807106,51.96509753,0.847,819.474,0.006,0.006,0.021,4,-0.67,-0.04,0.51
BICK,4,44.48952031,-123.2807106,51.9536464,0.847,799.52,0.005,0.006,0.017,4,-0.8,-0.04,-0.64
BICK,4,44.48952036,-123.2807107,51.95715418,0.851,698.607,0.005,0.006,0.018,4,-0.17,-0.29,-0.28
BICK,4,44.48952036,-123.2807106,51.95626686,0.757,814.625,0.006,0.006,0.019,4,-0.22,-0.07,-0.37
BICK,4,44.48952034,-123.2807107,51.94856606,0.842,734.758,0.006,0.006,0.017,4,-0.44,-0.56,-1.14
BICK,4,44.48952032,-123.2807107,51.95970398,0.869,740.781,0.006,0.006,0.021,4,-0.7,-0.4,-0.03
BICK,4,44.4895203,-123.2807107,51.9588988,0.878,765.316,0.005,0.006,0.017,4,-0.9,-0.35,-0.11
BICK,4,44.48952031,-123.2807106,51.9607102,0.838,714.401,0.006,0.006,0.02,4,-0.79,-0.07,0.07
BICK,4,44.48952028,-123.2807106,51.96927218,0.858,759.867,0.005,0.006,0.016,4,-1.08,0.34,0.93
BICK,4,44.48952027,-123.2807106,51.97960881,0.77,730.524,0.007,0.008,0.021,4,-1.25,0.31,1.96
BICK,4,44.48952032,-123.2807106,51.96728201,0.809,742.612,0.006,0.007,0.021,4,-0.6,-0.21,0.73
BICK,4,44.48952026,-123.2807106,51.97682795,0.814,730.648,0.007,0.006,0.019,4,-1.26,0.42,1.68
GLAS,4,44.51934226,-122.9960553,69.46124998,0.799,812.458,0.006,0.006,0.021,4,-0.07,-0.25,1.82
GLAS,4,44.51934227,-122.9960552,69.45520131,0.819,819.138,0.006,0.007,0.022,4,0.11,-0.13,1.22
GLAS,4,44.51934226,-122.9960552,69.46016054,0.837,799.184,0.005,0.006,0.019,4,-0.1,-0.17,1.72
GLAS,4,44.51934218,-122.9960553,69.4461618,0.816,773.855,0.005,0.006,0.016,4,-0.97,-0.3,0.32
GLAS,4,44.5193422,-122.9960552,69.4447429,0.77,730.499,0.008,0.008,0.022,4,-0.69,0.34,0.17
GLAS,4,44.51934223,-122.9960553,69.45898111,0.795,742.276,0.007,0.01,0.026,4,-0.4,-0.92,1.6
GLAS,4,44.51934212,-122.9960552,69.46384751,0.799,730.312,0.008,0.008,0.024,4,-1.58,-0.16,2.08
GLAS,4,44.51934228,-122.9960553,69.43184413,0.816,765.291,0.006,0.006,0.017,4,0.16,-1,-1.12
LBCC,4,44.58498565,-123.1181763,46.95560459,0.834,788.119,0.006,0.006,0.021,4,-0.61,0.34,0.56
LBCC,4,44.58498567,-123.1181763,46.96287876,0.764,808.476,0.006,0.006,0.022,4,-0.34,0.2,1.29
LBCC,4,44.58498568,-123.1181763,46.97363005,0.843,808.476,0.006,0.006,0.021,4,-0.28,0.2,2.36
LBCC,3.991666667,44.58498563,-123.1181763,46.96933843,0.912,751.567,0.005,0.006,0.02,4,-0.84,0.61,1.93
LBCC,4,44.58498564,-123.1181763,46.94802112,0.836,820.414,0.006,0.006,0.021,4,-0.7,0.15,-0.2
LBCC,4,44.58498569,-123.1181764,46.94265255,0.828,798.746,0.006,0.006,0.022,4,-0.17,-0.34,-0.73
LBCC,4,44.58498561,-123.1181764,46.93552742,0.818,778.616,0.006,0.006,0.018,4,-1.01,-0.28,-1.45
LBCC,4,44.58498571,-123.1181764,46.93837153,0.831,698.009,0.006,0.006,0.022,4,0.11,-0.66,-1.16
LBCC,4,44.58498569,-123.1181766,46.95514504,0.734,792.211,0.007,0.01,0.025,4,-0.14,-2.4,0.51
LBCC,4,44.5849857,-123.1181765,46.95852085,0.836,743.476,0.006,0.007,0.021,4,-0.05,-1.21,0.85
LBCC,4,44.58498575,-123.1181766,46.92019996,0.745,741.645,0.008,0.008,0.021,4,0.5,-1.92,-2.98
LBCC,4,44.58498569,-123.1181765,46.93146086,0.845,721.481,0.008,0.008,0.023,4,-0.19,-0.97,-1.85
LBCC,4,44.58498566,-123.1181764,46.94986838,0.804,729.874,0.008,0.011,0.024,4,-0.46,-0.7,-0.01
LBCC,4,44.58498577,-123.1181766,46.92856522,0.803,764.719,0.006,0.007,0.021,4,0.8,-2.15,-2.14
U727,4,44.59391674,-123.5471758,204.3879194,0.813,808.622,0.006,0.006,0.024,4,-0.22,0.83,-1.01
U727,4,44.59391674,-123.5471758,204.3862304,0.824,788.265,0.008,0.009,0.032,4,-0.2,0.85,-1.18
U727,4,44.59391676,-123.547176,204.3857262,0.811,813.998,0.005,0.007,0.023,4,-0.01,-0.34,-1.23
U727,4,44.5939168,-123.547176,204.3559034,0.826,798.964,0.006,0.008,0.022,4,0.4,-0.5,-4.21
U727,4,44.59391677,-123.5471759,204.3828566,0.836,740.153,0.007,0.009,0.024,4,0.13,-0.06,-1.51
U727,4,44.59391677,-123.547176,204.3687204,0.861,740.153,0.007,0.01,0.028,4,0.12,-0.36,-2.93
U727,4,44.59391673,-123.5471759,204.4093927,0.793,736.661,0.007,0.008,0.021,4,-0.38,0.35,1.14
U727,4,44.5939168,-123.5471759,204.3966229,0.764,786.506,0.007,0.008,0.024,4,0.46,0.44,-0.14
Y683,4,44.68914758,-123.2189186,71.63785634,0.856,816.145,0.005,0.006,0.018,4,-0.09,0.6,1.19
Y683,4,44.6891476,-123.2189187,71.63059905,0.865,807.751,0.006,0.006,0.02,4,0.2,0.24,0.46
Y683,4,44.68914759,-123.2189187,71.61545451,0.86,807.751,0.005,0.005,0.017,4,0.01,0.22,-1.05
Y683,4,44.68914759,-123.2189187,71.61224265,0.802,811.296,0.006,0.006,0.021,4,0.05,-0.3,-1.38
Y683,4,44.68914758,-123.2189187,71.63054516,0.843,817.976,0.006,0.006,0.022,4,-0.07,-0.23,0.45
Y683,4,44.68914759,-123.2189187,71.61524923,0.812,813.127,0.005,0.006,0.018,4,0.03,0.09,-1.08
Y683,4,44.68914763,-123.2189188,71.61924244,0.827,798.093,0.005,0.006,0.017,4,0.48,-0.41,-0.68
Y683,4,44.6891476,-123.2189188,71.61123734,0.878,763.886,0.005,0.006,0.017,4,0.15,-0.63,-1.48
Y683,4,44.68914756,-123.2189187,71.61729339,0.806,718.925,0.006,0.007,0.024,4,-0.31,-0.14,-0.87
Y683,4,44.68914754,-123.2189187,71.63789923,0.784,729.094,0.007,0.008,0.021,4,-0.52,0.32,1.19
Y683,4,44.68914758,-123.2189188,71.61876626,0.815,741.113,0.006,0.007,0.021,4,-0.03,-0.91,-0.72
Y683,4,44.68914759,-123.2189187,71.6452128,0.794,735.79,0.006,0.006,0.016,4,0.02,0.29,1.92
Y683,4,44.68914763,-123.2189187,71.6393831,0.774,779.941,0.006,0.006,0.018,4,0.46,0.3,1.34
B726,5,44.6484074,-123.0626611,42.0671031,0.792,744.821,0.005,0.006,0.018,5,0.16,0.3,1.31
B726,5,44.64840745,-123.0626611,42.04781894,0.821,754.551,0.006,0.006,0.021,5,0.66,0.01,-0.62
B726,5,44.64840744,-123.0626612,42.05474741,0.789,803.632,0.006,0.006,0.018,5,0.54,-0.33,0.07
B726,5,44.64840742,-123.0626612,42.05281917,0.803,777.971,0.006,0.006,0.02,5,0.31,-0.55,-0.12
B726,5,44.64840723,-123.0626612,42.0356335,0.767,806.227,0.006,0.006,0.02,5,-1.79,-0.39,-1.84
B726,5,44.64840718,-123.0626612,42.03647832,0.839,777.971,0.006,0.006,0.018,5,-2.3,-0.47,-1.75
B726,5,44.64840719,-123.0626611,42.06720479,0.829,785.87,0.006,0.006,0.016,5,-2.24,0.44,1.32
B726,5,44.64840735,-123.062661,42.06041828,0.809,785.87,0.007,0.006,0.021,5,-0.44,0.74,0.64
BICK,5,44.48952026,-123.2807107,51.98740039,0.875,788.893,0.005,0.006,0.016,5,-1.31,-0.97,2.74
BICK,5,44.48952031,-123.2807106,51.95714642,0.783,809.25,0.005,0.005,0.016,5,-0.73,0.21,-0.29
BICK,5,44.48952028,-123.2807106,51.95232699,0.808,799.52,0.005,0.006,0.017,5,-1.09,-0.21,-0.77
BICK,5,44.48952034,-123.2807107,51.96825535,0.831,809.25,0.006,0.006,0.019,5,-0.41,-0.85,0.83
BICK,5,44.48952028,-123.2807105,51.97744659,0.844,809.25,0.005,0.005,0.016,5,-1.04,0.59,1.74
BICK,4.991666667,44.48952029,-123.2807106,51.97794245,0.839,809.25,0.005,0.005,0.016,5,-0.95,0.45,1.79
BICK,5,44.48952032,-123.2807106,51.96680453,0.834,811.081,0.004,0.005,0.015,5,-0.69,0.29,0.68
BICK,5,44.48952034,-123.2807106,51.96979418,0.782,790.977,0.005,0.006,0.018,5,-0.43,0.07,0.98
BICK,5,44.48952031,-123.2807106,51.96419183,0.784,809.25,0.005,0.006,0.019,5,-0.72,-0.18,0.42
BICK,5,44.48952032,-123.2807106,51.95673658,0.833,755.814,0.005,0.006,0.015,5,-0.68,-0.07,-0.33
BICK,5,44.48952034,-123.2807106,51.98004867,0.842,714.401,0.005,0.006,0.015,5,-0.45,0.2,2
BICK,5,44.48952035,-123.2807106,51.98017144,0.806,734.758,0.006,0.006,0.017,5,-0.32,0.5,2.02
BICK,5,44.48952035,-123.2807106,51.9581604,0.816,801.467,0.006,0.006,0.015,5,-0.26,0.04,-0.18
BICK,5,44.48952032,-123.2807107,51.96318562,0.821,724.13,0.006,0.006,0.017,5,-0.62,-0.51,0.32
BICK,5,44.4895203,-123.2807107,51.9588988,0.838,710.167,0.005,0.005,0.014,5,-0.9,-0.35,-0.11
BICK,5,44.48952032,-123.2807107,51.95165235,0.803,708.336,0.006,0.006,0.016,5,-0.61,-0.34,-0.83
BICK,5,44.48952026,-123.2807105,51.96757968,0.876,701.075,0.005,0.006,0.015,5,-1.33,0.62,0.76
BICK,5,44.48952026,-123.2807105,51.98300442,0.799,787.504,0.006,0.006,0.017,5,-1.3,0.61,2.3
BICK,5,44.48952032,-123.2807106,51.97368177,0.763,722.255,0.006,0.006,0.016,5,-0.67,0.48,1.37
BICK,5,44.48952026,-123.2807106,51.98209873,0.855,742.612,0.005,0.006,0.016,5,-1.35,0.47,2.21
GLAS,5,44.51934226,-122.9960553,69.45844194,0.774,790.952,0.006,0.006,0.02,5,-0.07,-0.5,1.54
GLAS,5,44.51934225,-122.9960552,69.46712007,0.776,808.914,0.006,0.006,0.02,5,-0.22,-0.15,2.41
GLAS,5,44.51934224,-122.9960552,69.44821751,0.817,755.478,0.005,0.006,0.017,5,-0.33,-0.02,0.52
GLAS,5,44.5193422,-122.9960553,69.44138115,0.833,779.054,0.005,0.006,0.016,5,-0.78,-0.49,-0.16
GLAS,5,44.5193422,-122.9960553,69.45125187,0.807,808.986,0.007,0.008,0.021,5,-0.76,-0.28,0.83
GLAS,5,44.51934224,-122.9960552,69.44333373,0.744,721.919,0.006,0.006,0.017,5,-0.27,-0.15,0.03
GLAS,5,44.51934214,-122.9960553,69.47340193,0.853,742.276,0.006,0.006,0.019,5,-1.4,-0.27,3.04
GLAS,5,44.51934227,-122.9960553,69.45000467,0.827,793.932,0.005,0.005,0.015,5,0.06,-0.35,0.7
LBCC,5,44.58498566,-123.1181763,46.95908525,0.87,788.119,0.005,0.006,0.018,5,-0.53,0.23,0.91
LBCC,5,44.58498567,-123.1181763,46.96604658,0.765,808.476,0.005,0.006,0.019,5,-0.37,0.01,1.6
LBCC,5,44.58498567,-123.1181763,46.97440831,0.825,810.307,0.005,0.006,0.019,5,-0.35,0.03,2.44
LBCC,4.991666667,44.58498563,-123.1181763,46.95110912,0.804,745.311,0.005,0.006,0.016,5,-0.87,0.37,0.11
LBCC,5,44.58498562,-123.1181763,46.95279672,0.849,755.04,0.005,0.006,0.017,5,-0.89,0.34,0.28
LBCC,5,44.58498569,-123.1181764,46.93857537,0.821,755.04,0.005,0.006,0.018,5,-0.19,-0.28,-1.14
LBCC,5,44.58498563,-123.1181764,46.93781507,0.823,778.616,0.005,0.006,0.017,5,-0.82,-0.5,-1.22
LBCC,5,44.58498575,-123.1181764,46.92754748,0.818,698.009,0.006,0.007,0.02,5,0.47,-0.74,-2.25
LBCC,5,44.58498574,-123.1181765,46.93557074,0.768,718.366,0.008,0.009,0.023,5,0.39,-1.16,-1.44
LBCC,5,44.58498572,-123.1181765,46.93904787,0.849,700.478,0.006,0.007,0.02,5,0.18,-1.03,-1.1
LBCC,5,44.58498583,-123.1181766,46.90811014,0.759,785.076,0.007,0.009,0.024,5,1.41,-2.19,-4.19
LBCC,5,44.58498571,-123.1181765,46.9444998,0.85,756.82,0.005,0.006,0.018,5,0.07,-1.2,-0.55
LBCC,5,44.58498564,-123.1181764,46.95466961,0.835,741.838,0.006,0.006,0.021,5,-0.65,-0.15,0.47
LBCC,5,44.58498577,-123.1181765,46.94243015,0.825,771.854,0.006,0.007,0.018,5,0.69,-1.58,-0.76
U727,5,44.59391675,-123.5471758,204.3830457,0.803,798.893,0.006,0.006,0.022,5,-0.16,0.69,-1.5
U727,5,44.59391676,-123.5471758,204.3790741,0.835,808.622,0.006,0.007,0.025,5,-0.05,0.69,-1.89
U727,5,44.59391675,-123.547176,204.3839286,0.783,804.268,0.005,0.006,0.022,5,-0.11,-0.26,-1.41
U727,5,44.5939168,-123.547176,204.3683441,0.826,778.607,0.005,0.007,0.021,5,0.44,-0.53,-2.97
U727,5,44.59391675,-123.5471759,204.4008559,0.802,800.158,0.007,0.007,0.022,5,-0.1,0.3,0.29
U727,5,44.5939168,-123.547176,204.3750155,0.811,729.526,0.007,0.008,0.024,5,0.49,-0.47,-2.3
U727,5,44.59391668,-123.5471759,204.4188079,0.843,786.506,0.006,0.006,0.019,5,-0.88,0.43,2.08
U727,5,44.59391678,-123.5471758,204.4180068,0.833,786.506,0.006,0.006,0.022,5,0.18,1.1,2
Y683,5,44.68914757,-123.2189187,71.63733729,0.842,807.751,0.005,0.005,0.017,5,-0.18,0.38,1.13
Y683,5,44.6891476,-123.2189187,71.63397404,0.828,807.751,0.005,0.006,0.017,5,0.15,0.19,0.8
Y683,5,44.68914757,-123.2189187,71.62148014,0.771,789.547,0.005,0.006,0.02,5,-0.16,-0.25,-0.45
Y683,5,44.68914757,-123.2189187,71.63392014,0.777,807.751,0.005,0.006,0.021,5,-0.13,-0.29,0.79
Y683,5,44.68914759,-123.2189187,71.618938,0.793,803.397,0.005,0.006,0.017,5,0.09,0.11,-0.71
Y683,5,44.6891476,-123.2189188,71.62946416,0.834,777.736,0.006,0.007,0.02,5,0.17,-0.39,0.35
Y683,5,44.68914759,-123.2189188,71.61780311,0.842,708.737,0.005,0.006,0.015,5,0.06,-0.53,-0.82
Y683,5,44.68914754,-123.2189187,71.61458885,0.8,728.655,0.006,0.006,0.017,5,-0.46,-0.19,-1.14
Y683,5,44.68914753,-123.2189186,71.63830978,0.794,807.823,0.006,0.007,0.018,5,-0.56,0.6,1.23
Y683,5,44.68914759,-123.2189187,71.62826292,0.749,720.756,0.006,0.006,0.017,5,0.01,-0.25,0.23
Y683,5,44.68914755,-123.2189186,71.65324905,0.847,785.635,0.005,0.005,0.015,5,-0.35,0.48,2.72
Y683,5,44.68914761,-123.2189186,71.66349351,0.835,785.635,0.005,0.005,0.016,5,0.32,1,3.75
B726,7,44.64840734,-123.0626611,42.06285355,0.811,739.517,0.005,0.006,0.017,7,-0.54,0.18,0.89
B726,7,44.64840739,-123.0626611,42.04338937,0.826,749.247,0.005,0.006,0.017,7,-0.03,0.12,-1.06
B726,7,44.64840741,-123.0626611,42.03394135,0.833,813.362,0.005,0.006,0.016,7,0.2,-0.07,-2.01
B726,7,44.64840737,-123.0626612,42.05257311,0.851,787.701,0.005,0.006,0.017,7,-0.23,-0.55,-0.14
BICK,7,44.4895203,-123.2807106,51.96260373,0.85,765.316,0.004,0.005,0.013,7,-0.84,0.04,0.26
BICK,7,44.48952032,-123.2807106,51.95595366,0.796,814.625,0.004,0.005,0.014,7,-0.61,0.1,-0.4
BICK,7,44.48952031,-123.2807106,51.95136141,0.824,791.738,0.004,0.005,0.013,7,-0.72,-0.07,-0.86
BICK,7,44.48952024,-123.2807108,51.96536709,0.845,797.761,0.005,0.006,0.016,7,-1.53,-1.55,0.54
BICK,7,44.48952029,-123.2807106,51.96529857,0.867,728.693,0.004,0.005,0.013,7,-0.97,0.34,0.53
BICK,6.991666667,44.48952029,-123.2807106,51.97405098,0.845,803.227,0.005,0.005,0.014,7,-0.98,0.28,1.41
BICK,7,44.4895203,-123.2807106,51.96670012,0.861,787.504,0.004,0.004,0.012,7,-0.82,0.34,0.67
BICK,7,44.48952033,-123.2807106,51.97117348,0.778,785.673,0.005,0.006,0.016,7,-0.56,-0.05,1.12
BICK,7,44.48952033,-123.2807106,51.96281253,0.797,752.341,0.005,0.005,0.016,7,-0.58,-0.07,0.28
BICK,7,44.48952031,-123.2807106,51.96629029,0.864,750.51,0.005,0.005,0.013,7,-0.78,0.07,0.63
GLAS,7,44.51934223,-122.9960552,69.4586551,0.776,785.648,0.005,0.006,0.017,7,-0.37,-0.11,1.57
GLAS,7,44.51934224,-122.9960552,69.45745908,0.786,752.005,0.005,0.006,0.016,7,-0.25,-0.22,1.45
GLAS,7,44.51934222,-122.9960552,69.44273916,0.864,750.175,0.005,0.005,0.015,7,-0.49,0.04,-0.03
GLAS,7,44.51934221,-122.9960553,69.43382361,0.859,765.291,0.005,0.005,0.012,7,-0.59,-0.57,-0.92
LBCC,7,44.58498566,-123.1181764,46.94472574,0.834,764.719,0.005,0.006,0.015,7,-0.52,-0.2,-0.53
